datetime,precipRate,pressureMax,dewptAvg,windgustHigh,windspeedAvg,tempAve,humidityAvg,winddirAvg,uvHigh,solarRadiationHigh,BirdNET,MIT_AST_label,sound_class_label,file_name,filename,filepath,human_label
2024-01-11 15:02:14,0.0,1030.04,-4.3,3.5,0.8,0.0,73.0,155.0,0.0,43.8,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_01_11_15_02_14.wav,er_file_2024_01_11_15_02_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_06012023/154/er_file_2024_01_11_15_02_14.wav,Tit/tweet/chirp
2024-03-19 08:52:29,0.0,1013.51,9.7,3.5,0.5,10.8,92.5,143.0,1.0,105.8,Cyanistes caeruleus_Eurasian Blue Tit,"Bird vocalization, bird call, bird song",bird,er_file_2024_03_19_8_52_29.wav,er_file_2024_03_19_8_52_29.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/94/er_file_2024_03_19_8_52_29.wav,Tit/tweet/noise
2024-03-18 12:41:30,0.0,1011.82,10.7,7.2,3.1,14.4,78.6,191.0,6.0,662.8,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_03_18_12_41_30.wav,er_file_2024_03_18_12_41_30.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/68/er_file_2024_03_18_12_41_30.wav,Tit/ tweet
2024-02-01 11:08:14,0.0,1027.13,5.2,11.1,4.1,7.8,84.0,213.0,0.0,64.6,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_02_01_11_08_14.wav,er_file_2024_02_01_11_08_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/176/er_file_2024_02_01_11_08_14.wav,Tit/ tweet/wind
2024-01-23 10:33:03,0.0,1021.54,4.5,13.0,6.2,6.8,85.6,206.0,0.0,51.5,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_01_23_10_33_03.wav,er_file_2024_01_23_10_33_03.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/260/er_file_2024_01_23_10_33_03.wav,Tit/chirp/dove
2024-01-25 12:05:25,0.0,1024.82,7.1,3.5,0.3,7.3,99.0,161.0,1.0,111.8,Cyanistes caeruleus_Eurasian Blue Tit,Owl,bird,er_file_2024_01_25_12_05_25.wav,er_file_2024_01_25_12_05_25.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/441/er_file_2024_01_25_12_05_25.wav,Tit/ tweet/wind
2024-02-05 12:06:27,0.0,1016.02,8.2,20.1,8.3,10.8,84.0,198.0,1.0,173.0,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_02_05_12_06_27.wav,er_file_2024_02_05_12_06_27.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03022024/457/er_file_2024_02_05_12_06_27.wav,Tit/ tweet
2024-01-25 10:32:14,0.0,1025.53,5.2,3.5,1.0,5.4,99.0,177.0,0.0,82.8,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_01_25_10_32_14.wav,er_file_2024_01_25_10_32_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/439/er_file_2024_01_25_10_32_14.wav,Tit/ tweet/bells
2024-03-10 10:50:41,0.0,990.82,5.5,7.2,3.3,10.7,69.8,141.0,1.0,170.1,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_03_10_10_50_41.wav,er_file_2024_03_10_10_50_41.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/59/er_file_2024_03_10_10_50_41.wav,Tit/chirp/jackdaw
2024-01-27 16:55:19,0.0,1030.92,3.2,0.0,0.0,5.7,84.0,160.0,0.0,13.3,Cyanistes caeruleus_Eurasian Blue Tit,Animal,animal,er_file_2024_01_27_16_55_19.wav,er_file_2024_01_27_16_55_19.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/26/er_file_2024_01_27_16_55_19.wav,Dove/koo-koo
2024-03-04 07:10:53,0.0,1006.54,6.1,3.5,0.6,7.4,91.0,180.0,0.0,0.4,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_04_7_10_53.wav,er_file_2024_03_04_7_10_53.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/46/er_file_2024_03_04_7_10_53.wav,Dove/koo-koo
2023-09-22 09:36:05,0.0,995.63,12.6,13.0,4.0,14.5,88.5,171.0,0.0,79.8,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_09_22_9_36_05.wav,er_file_2023_09_22_9_36_05.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_21092023/3/er_file_2023_09_22_9_36_05.wav,Dove/koo-koo/leaves
2023-08-13 11:08:27,0.0,1017.44,17.2,9.3,2.8,22.1,73.4,172.0,3.0,364.3,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_08_13_11_08_27.wav,er_file_2023_08_13_11_08_27.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/45/er_file_2023_08_13_11_08_27.wav,Dove/koo-koo
2024-03-19 10:54:56,0.0,1013.82,10.8,7.2,3.6,15.5,73.3,211.0,4.0,476.3,Streptopelia decaocto_Eurasian Collared-Dove,Hoot,bird,er_file_2024_03_19_10_54_56.wav,er_file_2024_03_19_10_54_56.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/99/er_file_2024_03_19_10_54_56.wav,Dove/koo-koo/tweet
2024-03-04 08:00:55,0.0,1006.74,6.0,3.5,0.7,7.3,91.0,221.0,0.0,44.7,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_04_8_00_55.wav,er_file_2024_03_04_8_00_55.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/49/er_file_2024_03_04_8_00_55.wav,Dove/koo-koo/chirp
2024-03-10 11:09:50,0.0,990.72,5.7,5.5,1.4,11.2,69.0,131.0,1.0,173.0,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_11_09_50.wav,er_file_2024_03_10_11_09_50.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/61/er_file_2024_03_10_11_09_50.wav,Dove/koo-koo/tweet
2024-03-10 08:48:44,0.0,990.82,4.2,7.2,1.8,8.2,76.0,137.0,0.0,50.3,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_8_48_44.wav,er_file_2024_03_10_8_48_44.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/54/er_file_2024_03_10_8_48_44.wav,Dove/koo-koo/rain
2024-03-11 08:54:20,1.8,995.02,7.4,3.5,1.1,7.6,99.0,205.0,0.0,24.2,Streptopelia decaocto_Eurasian Collared-Dove,Hoot,bird,er_file_2024_03_11_8_54_20.wav,er_file_2024_03_11_8_54_20.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/98/er_file_2024_03_11_8_54_20.wav,Dove/koo-koo/tap
2024-03-04 08:10:43,0.0,1006.64,6.1,3.5,0.8,7.6,90.0,194.0,0.0,56.8,Streptopelia decaocto_Eurasian Collared-Dove,Bird,bird,er_file_2024_03_04_8_10_43.wav,er_file_2024_03_04_8_10_43.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/49/er_file_2024_03_04_8_10_43.wav,Dove/koo-koo/jackdaw
2024-03-04 07:11:14,0.0,1006.54,6.1,3.5,0.6,7.4,91.0,180.0,0.0,0.4,Streptopelia decaocto_Eurasian Collared-Dove,Bird,bird,er_file_2024_03_04_7_11_14.wav,er_file_2024_03_04_7_11_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/46/er_file_2024_03_04_7_11_14.wav,Dove/koo-koo
2023-09-09 08:46:59,0.0,1011.41,17.8,1.8,0.2,18.0,99.0,172.0,0.0,66.8,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_09_09_8_46_59.wav,er_file_2023_09_09_8_46_59.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_02092023/172/er_file_2023_09_09_8_46_59.wav,Dove/koo-koo
2024-01-27 15:58:29,0.0,1031.02,3.3,1.8,0.3,7.2,77.0,147.0,0.0,41.6,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_01_27_15_58_29.wav,er_file_2024_01_27_15_58_29.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/24/er_file_2024_01_27_15_58_29.wav,Dove/kwah/chirp
2024-02-04 08:58:46,0.0,1018.52,10.2,14.8,4.8,10.5,98.0,208.0,0.0,17.7,Streptopelia decaocto_Eurasian Collared-Dove,Squawk,bird,er_file_2024_02_04_8_58_46.wav,er_file_2024_02_04_8_58_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03022024/354/er_file_2024_02_04_8_58_46.wav,Dove/koo-koo
2024-03-10 07:37:08,0.0,990.52,4.1,9.3,1.7,7.2,80.7,135.0,0.0,16.4,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_7_37_08.wav,er_file_2024_03_10_7_37_08.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/50/er_file_2024_03_10_7_37_08.wav,Dove/koo-koo/carhonk
2024-03-13 16:00:46,0.0,1010.63,11.0,11.1,2.9,13.0,88.0,204.0,0.0,54.2,Streptopelia decaocto_Eurasian Collared-Dove,Meow,animal,er_file_2024_03_13_16_00_46.wav,er_file_2024_03_13_16_00_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/213/er_file_2024_03_13_16_00_46.wav,Dove/jackdaw
2023-08-13 09:17:54,0.0,1017.71,15.7,0.0,0.0,18.3,85.0,132.0,1.0,170.4,Streptopelia decaocto_Eurasian Collared-Dove,Animal,animal,er_file_2023_08_13_9_17_54.wav,er_file_2023_08_13_9_17_54.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/41/er_file_2023_08_13_9_17_54.wav,Dove/koo-koo
2023-09-09 17:28:25,0.0,1011.24,19.8,1.8,0.6,30.6,52.4,159.0,2.0,265.8,Streptopelia decaocto_Eurasian Collared-Dove,Bird,bird,er_file_2023_09_09_17_28_25.wav,er_file_2023_09_09_17_28_25.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_02092023/186/er_file_2023_09_09_17_28_25.wav,Dove/koo-koo
2023-09-07 07:15:28,0.0,1013.72,14.1,0.0,0.0,14.7,96.0,159.0,0.0,6.9,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_09_07_7_15_28.wav,er_file_2023_09_07_7_15_28.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_02092023/122/er_file_2023_09_07_7_15_28.wav,Dove/koo-koo/wind
2023-10-29 08:37:59,0.0,988.42,11.4,16.6,5.5,14.4,81.9,190.0,0.0,45.0,Streptopelia decaocto_Eurasian Collared-Dove,Hoot,bird,er_file_2023_10_29_8_37_59.wav,er_file_2023_10_29_8_37_59.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_21102023/151/er_file_2023_10_29_8_37_59.wav,Dove/koo-koo
2024-03-10 07:57:13,0.0,990.52,4.1,7.2,1.9,7.4,79.0,145.0,0.0,38.2,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_7_57_13.wav,er_file_2024_03_10_7_57_13.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/51/er_file_2024_03_10_7_57_13.wav,Pigeon/jackdaw
2023-08-13 07:16:19,0.0,1017.61,13.5,0.0,0.0,14.5,94.0,166.0,0.0,25.6,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_13_7_16_19.wav,er_file_2023_08_13_7_16_19.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/38/er_file_2023_08_13_7_16_19.wav,Pigeon/tweet
2023-08-13 07:08:59,0.0,1017.61,13.4,0.0,0.0,14.4,94.0,166.0,0.0,25.6,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_13_7_08_59.wav,er_file_2023_08_13_7_08_59.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/38/er_file_2023_08_13_7_08_59.wav,Pigeion/rain
2024-03-11 13:02:41,1.19,997.02,8.1,5.5,0.8,8.3,99.0,176.0,0.0,31.2,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_11_13_02_41.wav,er_file_2024_03_11_13_02_41.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/109/er_file_2024_03_11_13_02_41.wav,Pigeon/jackdaw
2023-08-13 07:00:07,0.0,1017.61,13.3,0.0,0.0,14.2,94.6,159.0,0.0,23.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_13_7_00_07.wav,er_file_2023_08_13_7_00_07.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/38/er_file_2023_08_13_7_00_07.wav,Pigeon/jackdaw
2024-03-17 06:40:55,0.0,1016.63,4.3,1.8,0.1,5.3,94.0,156.0,0.0,0.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_17_6_40_55.wav,er_file_2024_03_17_6_40_55.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/18/er_file_2024_03_17_6_40_55.wav,Pigeon/tweet
2024-03-13 08:34:25,0.0,1009.82,10.3,9.3,2.7,10.5,99.0,195.0,0.0,42.9,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_13_8_34_25.wav,er_file_2024_03_13_8_34_25.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/192/er_file_2024_03_13_8_34_25.wav,Pigeon
2024-03-04 08:40:00,0.0,1006.84,6.4,5.5,0.9,8.7,85.9,178.0,0.0,91.9,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_04_8_40_00.wav,er_file_2024_03_04_8_40_00.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/51/er_file_2024_03_04_8_40_00.wav,Pigeon/tweet
2024-01-28 11:33:17,0.0,1024.11,1.5,9.3,2.4,5.3,76.4,127.0,1.0,152.2,Columba palumbus_Common Wood-Pigeon,Hoot,bird,er_file_2024_01_28_11_33_17.wav,er_file_2024_01_28_11_33_17.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/35/er_file_2024_01_28_11_33_17.wav,Pigeon
2024-03-19 16:44:47,0.0,1012.63,11.3,9.3,2.9,18.2,64.2,200.0,1.0,111.8,Columba palumbus_Common Wood-Pigeon,Owl,bird,er_file_2024_03_19_16_44_47.wav,er_file_2024_03_19_16_44_47.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/112/er_file_2024_03_19_16_44_47.wav,Pigeon
2023-08-12 11:39:22,0.0,1015.61,19.8,9.3,3.6,20.1,98.0,247.0,6.0,642.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_12_11_39_22.wav,er_file_2023_08_12_11_39_22.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/15/er_file_2023_08_12_11_39_22.wav,Pigeon
2024-03-12 07:01:58,0.0,1008.43,6.5,9.3,2.8,6.7,99.0,206.0,0.0,0.0,Columba palumbus_Common Wood-Pigeon,Owl,bird,er_file_2024_03_12_7_01_58.wav,er_file_2024_03_12_7_01_58.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/143/er_file_2024_03_12_7_01_58.wav,Pigeon/jackdaw
2023-08-12 11:42:11,0.0,1015.61,19.8,9.3,3.6,20.1,98.0,247.0,6.0,642.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_12_11_42_11.wav,er_file_2023_08_12_11_42_11.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/15/er_file_2023_08_12_11_42_11.wav,Pigeon
2024-03-10 10:57:18,0.0,990.82,5.5,7.2,1.9,10.8,69.3,147.0,1.0,187.8,Columba palumbus_Common Wood-Pigeon,Owl,bird,er_file_2024_03_10_10_57_18.wav,er_file_2024_03_10_10_57_18.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/60/er_file_2024_03_10_10_57_18.wav,Pigeon
2023-08-13 07:00:02,0.0,1017.61,13.3,0.0,0.0,14.2,94.6,159.0,0.0,23.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_13_7_00_02.wav,er_file_2023_08_13_7_00_02.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/38/er_file_2023_08_13_7_00_02.wav,Pigeon/tweet
2024-03-12 10:51:21,0.0,1010.33,7.3,11.1,4.4,8.5,91.7,196.0,2.0,272.0,Columba palumbus_Common Wood-Pigeon,Owl,bird,er_file_2024_03_12_10_51_21.wav,er_file_2024_03_12_10_51_21.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/156/er_file_2024_03_12_10_51_21.wav,Pigeon
2023-08-11 19:55:09,0.0,1018.52,20.8,5.5,1.1,24.9,78.0,196.0,0.0,30.7,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_11_19_55_09.wav,er_file_2023_08_11_19_55_09.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/4/er_file_2023_08_11_19_55_09.wav,Pigeion/rain
2024-03-11 10:12:46,1.8,995.63,7.7,9.3,3.3,7.8,99.0,226.0,0.0,51.5,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_11_10_12_46.wav,er_file_2024_03_11_10_12_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/102/er_file_2024_03_11_10_12_46.wav,Pigeon/tweet
2024-03-22 16:07:10,1.8,1010.13,10.0,9.3,2.8,10.4,97.0,189.0,0.0,36.8,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2024_03_22_16_07_10.wav,er_file_2024_03_22_16_07_10.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/230/er_file_2024_03_22_16_07_10.wav,Pigeon/jackdaw
2023-08-12 09:20:12,0.0,1015.04,19.5,9.3,3.4,19.7,99.0,190.0,0.0,64.1,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_12_9_20_12.wav,er_file_2023_08_12_9_20_12.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/12/er_file_2023_08_12_9_20_12.wav,Pigeon
2023-08-12 10:41:41,0.0,1015.04,19.7,11.1,4.6,19.9,99.0,201.0,3.0,374.4,Columba palumbus_Common Wood-Pigeon,Bird,bird,er_file_2023_08_12_10_41_41.wav,er_file_2023_08_12_10_41_41.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/14/er_file_2023_08_12_10_41_41.wav,
